Date,USDJPY,USDJPY_Vol,USDINR,EURUSD,GBPUSD,VIX
2003-12-01,107.4000015258789,0.0,45.529998779296875,1.2590018510818481,1.7888127565383911,18.309999465942383
2004-01-01,105.70999908447266,0.0,45.01599884033203,1.2452058792114258,1.8244845867156982,16.6299991607666
2004-02-01,109.05000305175781,0.0,45.19599914550781,1.253007173538208,1.8744845390319824,14.550000190734863
2004-03-01,104.20999908447266,0.0,43.33399963378906,1.231299638748169,1.843385934829712,16.739999771118164
2004-04-01,110.37000274658203,0.0,44.284000396728516,1.198293685913086,1.7785998582839966,17.190000534057617
2004-05-01,109.5199966430664,0.0,45.290000915527344,1.2198989391326904,1.8326095342636108,15.5
2004-06-01,108.87000274658203,0.0,45.88800048828125,1.218397855758667,1.8202005624771118,14.34000015258789
2004-07-01,111.36000061035156,0.0,46.250999450683594,1.2016053199768066,1.822090983390808,15.319999694824219
2004-08-01,109.16999816894531,0.0,46.27399826049805,1.2178043127059937,1.8024837970733643,15.289999961853027
2004-09-01,110.08000183105469,0.0,45.808998107910156,1.2433944940567017,1.8128092288970947,13.34000015258789
2004-10-01,105.76000213623047,0.0,45.24399948120117,1.283202886581421,1.8414850234985352,16.270000457763672
2004-11-01,102.9000015258789,0.0,44.433998107910156,1.3298048973083496,1.9095995426177979,13.239999771118164
2004-12-01,102.51000213623047,0.0,43.30799865722656,1.3565024137496948,1.9197911024093628,13.289999961853027
2005-01-01,103.5999984741211,0.0,43.65999984741211,1.305193305015564,1.8841972351074219,12.819999694824219
2005-02-01,104.52999877929688,0.0,43.560001373291016,1.3217023611068726,1.9192017316818237,12.079999923706055
2005-03-01,107.13999938964844,0.0,43.61000061035156,1.2966973781585693,1.889501929283142,14.020000457763672
2005-04-01,104.62000274658203,0.0,43.43199920654297,1.292306900024414,1.9087976217269897,15.3100004196167
2005-05-01,108.4000015258789,0.0,43.619998931884766,1.2307995557785034,1.8176862001419067,13.289999961853027
2005-06-01,110.86000061035156,0.0,43.459999084472656,1.2091021537780762,1.7902858257293701,12.039999961853027
2005-07-01,112.69999694824219,0.0,43.36000061035156,1.2124004364013672,1.7543859481811523,11.569999694824219
2005-08-01,110.6500015258789,0.0,43.97999954223633,1.234095573425293,1.8033939599990845,12.600000381469727
2005-09-01,113.45999908447266,0.0,43.93000030517578,1.2028049230575562,1.7646021842956543,11.920000076293945
2005-10-01,116.44000244140625,0.0,45.040000915527344,1.1988970041275024,1.7687844038009644,15.319999694824219
2005-11-01,119.72000122070312,0.0,45.86000061035156,1.1804981231689453,1.7309123277664185,12.0600004196167
2005-12-01,118.11000061035156,0.0,44.970001220703125,1.184399127960205,1.7206965684890747,12.069999694824219
2006-01-01,117.30999755859375,0.0,43.900001525878906,1.2148454189300537,1.7785998582839966,12.949999809265137
2006-02-01,115.79000091552734,0.0,44.25,1.1930042505264282,1.7542012929916382,12.34000015258789
2006-03-01,117.76000213623047,0.0,44.52799987792969,1.2115044593811035,1.7377101182937622,11.390000343322754
2006-04-01,113.68000030517578,0.0,44.80500030517578,1.2624987363815308,1.8242847919464111,11.59000015258789
2006-05-01,112.52999877929688,0.0,46.15999984741211,1.2816076278686523,1.8716076612472534,16.440000534057617
2006-06-01,114.48999786376953,0.0,45.80500030517578,1.2782983779907227,1.8490097522735596,13.079999923706055
2006-07-01,114.51000213623047,0.0,46.41999816894531,1.277400255203247,1.8682161569595337,14.949999809265137
